,Position,Age,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value
5070,Centre-Forward,30,RaÃºl JimÃ©nez,0.21,0.14,0.21,0.0,0.0,0.21,0.0,0.23,0.23,0.11,0.34,2.14,0.5,23.3%,0.1,0.43,14.8,0.0,0.11,-0.01,-0.01,20.18,29.1,69.4%,294.03,58.48,12.41,16.33,76.0%,5.92,7.42,79.8%,1.14,2.57,44.4%,1.36,1.28,0.57,0.07,1.64,27.24,1.85,0.0,0.21,8.77,0.36,0.57,0.0,0.0,0.0,0.0,18.68,6.56,3.85,1.14,23.82,1.21,0.29,0.78,0.14,0.86,1.5,0.78,2.57,1.64,0.0,0.29,0.36,0.14,0.14,0.71,0.21,0.0,0.21,0.14,0.07,0.07,1.07,0.78,0.14,0.57,0.36,0.14,0.78,18.2%,0.64,13.41,3.64,27.1%,1.14,6.2,6.06,0.86,0.07,0.0,0.86,1.93,0.57,0.0,44.07,0.78,4.14,23.46,19.18,5.21,42.22,1.85,3.78,49.1%,2.14,0.0,31.09,115.74,56.34,3.57,0.71,0.93,3.64,2.57,53.84,33.38,62.0%,6.85,0.0,1.71,1.85,0.93,0.0,0.0,0.0,4.14,2.64,3.71,41.6%,€28.00
5071,Goalkeeper,30,RaÃºl Lizoain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€300Th. Last update: Jun 24, 2021"
5072,Left Winger,19,RaÃºl Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€3.00
5073,Centre-Back,33,RaÃºl Navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€300Th. Last update: Jun 24, 2021"
5074,Left-Back,23,Raul Oprut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€650Th. Last update: Jun 3, 2021"
5075,Right-Back,22,RaÃºl Parra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€150Th. Last update: Jun 30, 2021"
5076,Central Midfield,20,Raul Steau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€25Th. Last update: Sep 30, 2021"
5077,Centre-Back,20,RaÃºl Torrente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€100Th. Last update: Jun 30, 2021"
5078,Attacking Midfield,28,Ravel Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€500Th. Last update: Nov 24, 2021"
5079,Left-Back,20,Rayan AÃ¯t Nouri,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.04,0.04,0.06,0.1,0.92,0.31,33.3%,0.0,0.0,17.8,0.0,0.04,-0.04,-0.04,41.75,52.56,79.4%,702.02,210.02,20.8,22.69,91.6%,17.47,20.64,84.6%,3.02,6.86,44.0%,0.77,1.74,0.82,0.36,2.66,42.62,9.94,0.56,0.05,5.94,1.13,2.31,1.18,0.26,0.67,0.2,32.58,11.22,8.76,36.98,5.17,1.69,8.2,0.1,0.1,0.77,1.13,1.54,1.95,0.97,0.36,0.51,0.0,0.05,0.05,0.15,0.05,0.05,0.05,0.0,0.0,0.0,2.97,1.49,1.9,0.82,0.26,1.02,2.0,51.3%,0.97,18.03,5.89,32.7%,10.19,5.07,2.77,1.54,0.0,0.0,1.28,4.25,2.25,0.0,66.23,2.56,19.87,28.69,21.72,2.1,56.4,2.31,3.94,58.4%,2.46,0.1,42.62,205.51,136.56,6.86,1.74,0.97,1.28,1.69,43.85,40.16,91.6%,2.31,0.0,0.87,1.33,0.05,0.0,0.0,0.0,7.17,0.87,1.23,41.5%,€18.00
5080,Attacking Midfield,18,Rayan Cherki,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.15,0.15,0.3,0.45,2.49,0.8,32.0%,0.12,0.38,18.6,0.0,0.06,0.15,0.15,39.71,51.29,77.4%,706.53,170.22,20.26,23.65,85.7%,14.17,18.36,77.2%,4.39,6.98,62.9%,2.49,2.2,1.4,0.4,3.79,46.2,5.09,0.7,0.4,6.88,2.39,1.9,2.79,1.0,0.6,0.3,38.12,6.69,6.49,25.54,23.25,0.6,1.5,0.3,0.3,0.8,2.0,0.6,4.89,3.19,0.8,0.4,0.2,0.2,0.1,1.1,0.7,0.0,0.2,0.1,0.0,0.1,0.8,0.5,0.2,0.4,0.2,0.3,1.2,25.0%,0.9,11.77,3.89,33.1%,1.6,5.79,4.39,0.6,0.0,0.0,0.4,1.2,0.0,0.0,65.95,0.1,5.59,31.83,35.42,5.19,61.06,3.59,6.59,54.5%,3.69,0.3,54.38,369.58,252.44,13.07,3.89,2.0,3.09,2.39,63.56,52.28,82.3%,8.18,0.0,1.3,2.29,0.3,0.0,0.0,0.0,5.99,0.1,1.0,9.1%,€23.00
5081,Centre-Forward,21,Rayan Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€700Th. Last update: Jun 25, 2021"
5082,Centre-Back,23,Rayan Souici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€150Th. Last update: Jan 6, 2020"
5083,Second Striker,20,Rayhaan Tulloch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€150Th. Last update: Nov 24, 2021"
5084,Central Midfield,25,RÄzvan Marin,0.05,0.2,0.05,0.0,0.0,0.15,0.0,0.05,0.05,0.17,0.22,0.98,0.2,20.5%,0.05,0.25,22.9,0.13,0.05,0.0,0.0,39.32,48.56,81.0%,763.46,209.89,15.31,16.93,90.5%,16.82,18.89,89.1%,6.26,10.9,57.4%,2.22,3.61,1.19,0.18,3.58,41.44,7.11,3.28,0.1,6.46,1.89,1.36,3.18,0.86,1.82,0.18,33.6,4.94,10.01,5.37,40.76,1.41,0.3,0.25,0.18,0.61,1.24,0.78,3.33,1.87,1.19,0.1,0.03,0.08,0.08,0.25,0.18,0.08,0.0,0.0,0.0,0.0,1.69,1.21,0.86,0.78,0.05,0.63,1.54,41.0%,0.91,17.86,4.59,25.7%,5.78,9.61,2.47,0.93,0.15,0.0,0.88,2.57,0.71,0.0,57.03,1.39,11.5,31.83,17.93,1.29,50.17,0.88,1.61,54.7%,0.93,0.05,37.28,223.94,111.69,4.29,1.59,0.3,1.03,1.24,41.87,36.88,88.1%,2.62,0.0,1.51,1.01,0.03,0.0,0.0,0.0,8.0,0.55,0.91,37.9%,€15.00
5085,Goalkeeper,19,Razvan Sava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€100Th. Last update: Jun 30, 2021"
5086,Goalkeeper,22,Rebollo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€100Th. Last update: Jun 30, 2021"
5087,Central Midfield,30,Recio,0.16,0.0,0.0,0.16,0.16,0.65,0.0,0.19,0.06,0.1,0.18,1.94,0.32,16.7%,0.0,0.0,21.3,0.16,0.04,-0.03,-0.06,47.34,58.65,80.7%,873.02,210.54,21.81,23.91,91.2%,17.94,21.33,84.1%,6.62,11.31,58.6%,1.94,3.72,0.65,0.32,3.23,52.19,6.46,2.75,0.0,11.96,2.91,2.59,2.91,1.94,0.81,0.16,40.4,6.3,11.96,2.59,52.19,1.94,0.32,0.81,0.32,1.13,0.81,0.65,4.04,1.62,1.78,0.0,0.48,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.81,0.48,0.81,0.48,0.65,1.78,36.4%,1.13,15.51,4.69,30.2%,3.23,8.4,3.88,0.65,0.0,0.0,0.48,2.26,0.32,0.0,68.83,0.32,5.49,37.97,29.41,2.75,62.37,0.81,1.45,55.6%,0.97,0.0,47.34,276.79,114.56,6.62,2.1,0.16,1.29,1.29,54.61,48.96,89.6%,2.59,0.0,2.42,3.07,0.0,0.0,0.0,0.0,8.89,1.13,1.13,50.0%,€1.00
5088,Left Winger,20,Reda Khadra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€300Th. Last update: Nov 24, 2021"
5089,Attacking Midfield,27,RÃ©da RabeÃ¯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€325Th. Last update: Dec 8, 2021"
5090,Centre-Forward,20,Redi Kasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€150Th. Last update: Dec 8, 2021"
5091,Centre-Back,18,Redouane Halhal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5092,Left-Back,24,Redru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€250Th. Last update: Jun 30, 2021"
5093,Left Midfield,18,Redwan Bourles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€250Th. Last update: Oct 8, 2021"
5094,Centre-Back,25,Reece Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.20
5095,Left-Back,21,Reece Hannam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€200Th. Last update: Aug 13, 2021"
5096,Right-Back,22,Reece James,0.15,0.12,0.15,0.0,0.0,0.12,0.03,0.09,0.09,0.15,0.24,1.61,0.55,34.0%,0.09,0.28,20.3,0.15,0.06,0.06,0.06,61.52,72.37,85.0%,1053.46,290.99,30.26,32.44,93.3%,24.69,28.32,87.2%,5.66,9.09,62.3%,1.73,2.67,1.73,0.55,4.36,62.01,10.36,1.12,0.09,8.33,1.51,3.24,1.33,0.61,0.48,0.06,49.2,13.33,9.85,6.88,54.47,2.09,7.91,0.3,0.24,0.73,1.73,1.76,3.18,2.27,0.42,0.15,0.12,0.12,0.09,0.15,0.09,0.03,0.03,0.0,0.0,0.0,2.42,1.39,1.3,0.85,0.27,0.67,1.97,33.8%,1.3,14.48,4.48,31.0%,5.97,5.97,2.54,2.03,0.27,0.03,1.7,4.12,1.85,0.0,84.7,2.64,19.63,35.9,34.17,2.91,74.46,1.54,2.09,73.9%,1.64,0.03,54.65,234.8,122.26,6.21,1.94,0.91,0.91,1.3,62.59,56.95,91.0%,3.88,0.0,1.36,1.15,0.15,0.0,0.03,0.0,8.24,1.33,1.51,46.8%,€45.00
5097,Centre-Back,22,Reece Oxford,0.08,0.0,0.08,0.0,0.0,0.23,0.0,0.07,0.07,0.0,0.07,0.51,0.23,46.2%,0.15,0.33,9.0,0.0,0.13,0.01,0.01,33.24,40.2,82.7%,737.42,252.07,8.26,9.51,86.8%,18.75,20.67,90.7%,5.95,9.08,65.5%,0.12,1.96,0.08,0.04,2.78,39.07,1.14,0.74,0.0,5.95,1.41,0.12,0.0,0.0,0.0,0.0,30.18,2.98,7.05,3.6,32.77,2.0,0.35,0.12,0.16,0.94,0.78,0.7,0.27,0.23,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.82,0.82,0.35,0.12,0.47,1.1,42.9%,0.63,8.81,3.21,36.4%,5.32,3.09,0.39,1.76,1.06,0.04,2.74,4.03,7.32,0.04,54.1,8.93,32.41,22.78,2.58,0.98,52.97,0.16,0.2,80.0%,0.16,0.0,27.36,161.99,84.09,1.33,0.35,0.0,0.35,0.27,32.45,30.77,94.8%,0.16,0.0,1.21,1.1,0.0,0.0,0.08,0.0,7.87,3.56,2.11,62.8%,€5.00
5098,Centre-Back,18,Reece Welch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5099,Goalkeeper,35,RÃ©gis Gurtner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€800Th. Last update: Jun 25, 2021"
5100,Right-Back,19,Reinaldo Radu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€75Th. Last update: Nov 19, 2021"
5101,Central Midfield,29,Reinhold Yabo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,Attacking Midfield,19,Reinier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€16.00
5103,Left-Back,27,Reinildo Mandava,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.01,0.01,0.02,0.04,0.2,0.05,25.0%,0.0,0.0,18.1,0.0,0.06,-0.01,-0.01,48.39,59.76,81.0%,801.23,278.92,24.36,26.4,92.3%,19.66,23.08,85.2%,3.47,7.94,43.7%,0.43,2.97,0.7,0.38,3.42,49.27,10.48,1.33,0.0,5.93,0.73,1.68,0.0,0.0,0.0,0.0,37.08,12.07,10.61,40.7,6.34,2.49,9.15,0.15,0.28,0.6,1.63,2.19,1.28,0.98,0.05,0.08,0.05,0.05,0.08,0.13,0.13,0.0,0.0,0.0,0.0,0.0,3.22,1.96,2.19,0.85,0.18,1.71,2.69,63.6%,0.98,13.4,4.7,35.1%,6.61,4.85,1.94,2.39,0.2,0.03,2.26,5.48,3.09,0.03,72.05,3.37,23.38,37.03,16.37,0.68,61.97,0.85,1.51,56.7%,0.96,0.18,41.63,199.51,115.34,4.35,1.58,0.2,0.63,0.83,43.79,40.73,93.0%,1.89,0.0,1.84,1.76,0.05,0.0,0.0,0.0,9.0,1.99,0.96,67.5%,€7.00
5104,Right Winger,22,Reiss Nelson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€9.00
5105,Central Midfield,21,Rekeem Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€2.50
5106,Goalkeeper,27,Remi Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€300Th. Last update: Apr 8, 2020"
5107,Right Winger,25,Remi Oudin,0.18,0.21,0.18,0.0,0.0,0.07,0.0,0.19,0.19,0.19,0.37,2.24,0.68,30.2%,0.08,0.26,17.9,0.04,0.08,-0.01,-0.01,26.58,39.18,67.8%,459.64,125.05,13.27,16.9,78.5%,9.57,13.52,70.8%,2.92,6.33,46.1%,1.39,1.32,1.21,0.39,2.42,35.98,3.2,0.85,0.14,7.72,1.53,2.53,1.35,0.64,0.32,0.11,25.2,6.26,7.72,29.96,4.88,2.1,1.0,0.18,0.14,1.32,1.42,1.35,2.49,1.89,0.25,0.07,0.18,0.07,0.04,0.32,0.28,0.04,0.0,0.0,0.0,0.0,1.21,0.75,0.68,0.32,0.21,0.53,1.21,44.1%,0.68,8.68,2.28,26.2%,2.56,3.67,2.46,1.42,0.07,0.0,1.71,2.92,1.32,0.0,51.28,2.17,9.86,24.02,21.07,3.24,48.29,0.64,1.78,36.0%,0.75,0.11,31.81,168.97,87.72,4.41,1.53,0.75,1.74,1.14,44.59,34.7,77.8%,5.48,0.0,0.75,1.07,0.11,0.0,0.0,0.0,6.58,1.46,1.42,50.6%,€7.00
5108,Central Midfield,26,RÃ©mi Walter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.50
5109,Central Midfield,29,Remo Freuler,0.09,0.07,0.09,0.0,0.0,0.16,0.02,0.06,0.06,0.08,0.14,0.59,0.24,40.0%,0.16,0.4,17.0,0.0,0.1,0.04,0.04,60.02,68.01,88.3%,1097.47,309.98,25.01,27.17,92.0%,27.43,30.14,91.0%,6.55,8.83,74.1%,1.06,6.97,1.6,0.09,7.18,65.2,2.8,2.17,0.07,7.06,1.55,0.57,0.05,0.0,0.0,0.0,54.58,6.1,7.32,8.81,55.31,2.12,0.59,0.33,0.12,0.78,1.37,1.51,2.66,2.24,0.09,0.12,0.05,0.07,0.09,0.26,0.21,0.0,0.02,0.0,0.0,0.02,2.21,1.51,0.87,0.97,0.38,0.75,2.26,33.3%,1.51,18.86,5.65,30.0%,4.95,9.4,4.52,1.7,0.19,0.0,1.77,3.98,1.27,0.02,78.18,2.14,15.68,47.19,20.98,1.7,75.71,1.06,1.58,67.2%,1.13,0.05,56.35,313.26,158.19,7.21,2.24,0.28,1.01,1.08,58.73,55.03,93.7%,2.14,0.0,1.44,1.32,0.02,0.0,0.0,0.0,12.06,0.94,0.92,50.6%,€25.00
5110,Attacking Midfield,31,RÃ©my Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€9.00
5111,Goalkeeper,25,RÃ©my Descamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€800Th. Last update: Jun 7, 2021"
5112,Goalkeeper,41,RÃ©my Vercoutre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,Left-Back,20,RÃ©my Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.00
5114,Left-Back,23,Renan Lodi,0.06,0.13,0.06,0.0,0.0,0.26,0.0,0.06,0.06,0.08,0.15,1.02,0.38,37.5%,0.06,0.17,19.0,0.0,0.06,0.0,0.0,43.56,56.1,77.7%,788.89,217.87,19.13,22.13,86.4%,19.45,23.03,84.4%,4.16,8.25,50.4%,1.41,1.86,1.34,0.45,2.75,45.48,10.62,1.28,0.0,6.27,1.47,3.65,0.64,0.0,0.38,0.0,32.69,11.64,11.77,39.15,4.61,2.11,8.7,0.38,0.13,1.02,1.86,2.3,2.56,1.86,0.32,0.13,0.06,0.13,0.06,0.26,0.26,0.0,0.0,0.0,0.0,0.0,2.81,1.22,1.54,1.02,0.26,1.28,2.56,50.0%,1.28,14.2,4.61,32.4%,4.73,6.4,3.07,2.37,0.06,0.0,1.86,4.67,2.24,0.06,69.98,2.75,19.13,30.06,24.82,3.13,60.13,1.73,2.43,71.1%,1.86,0.0,43.82,248.44,150.45,6.14,2.05,0.51,1.73,0.7,48.17,42.54,88.3%,5.95,0.0,1.98,2.37,0.32,0.0,0.06,0.0,7.42,1.34,1.47,47.7%,€25.00
5115,Defender,23,Renato Barbosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,Central Midfield,24,Renato Sanches,0.05,0.21,0.05,0.0,0.0,0.37,0.0,0.07,0.07,0.13,0.21,1.1,0.26,23.8%,0.05,0.2,22.1,0.05,0.07,-0.02,-0.02,45.18,56.65,79.8%,936.77,252.64,18.41,21.36,86.2%,16.99,20.72,82.0%,8.89,12.41,71.6%,1.47,5.52,1.32,0.21,5.94,53.92,2.74,1.37,0.26,9.05,3.05,1.79,0.95,0.16,0.32,0.11,39.4,6.94,10.31,5.73,48.97,1.0,0.37,0.11,0.26,1.53,2.1,0.89,3.47,2.42,0.37,0.47,0.05,0.16,0.0,0.63,0.42,0.11,0.11,0.0,0.0,0.0,1.89,1.37,0.68,1.1,0.11,0.63,2.16,29.3%,1.53,17.62,5.63,31.9%,4.89,9.31,3.42,0.95,0.05,0.0,1.53,3.42,0.47,0.05,69.01,1.37,12.31,42.55,20.51,1.79,66.65,2.68,4.05,66.2%,2.89,0.21,53.02,272.31,166.8,6.73,1.89,1.0,2.47,2.1,59.39,51.86,87.3%,3.31,0.0,2.0,2.05,0.11,0.0,0.05,0.0,9.05,0.63,1.05,37.5%,€30.00
